"id","aphiaid_worms","name_aphia_worms","environment_aphia_worms"
47270,194750,"Pellina semitubulosa","Marine"
47297,144470,"Caulerpa peltata","Marine"
50666,1728021,"Aspergillus flavipes","Marine"
50808,1672770,"Holothuria scabra","Marine"
50817,134092,"Poecillastra sollasi","Marine"
50862,178748,"Echinaster (Othilia) echinophorus","Marine"
50870,178078,"Streptomyces","Marine/Brackish"
50880,166073,"Callyspongia californica","Marine"
50980,559792,"Actinomadura","Marine"
51004,382222,"Gracilaria lichenoides","Marine"
62248,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
51030,213385,"Heterocentrotus mammillatus","Marine"
51042,553106,"Nematochrysopsis roscoffensis","Marine"
51424,139151,"Hypselodoris infucata","Marine"
62236,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
51465,234279,"Haliclona fulva","Marine"
54798,393172,"Nostoc","Marine/Terrestrial/Freshwater"
54998,233889,"Paralithodes camtschaticus","Marine"
55062,1346741,"Clavularia violacea","Marine"
55097,437854,"Trichocladium opacum","Marine"
55108,375957,"Chrysophaeum taylorii","Marine"
55126,490856,"Buccinum striatissimum","Marine"
55314,290453,"Nemopilema nomurai","Marine"
55392,219911,"Ostracion cubicus","Marine"
55440,437955,"Diaporthe","Marine/Terrestrial"
55488,178078,"Streptomyces","Marine/Brackish"
55521,569748,"Strongylocentrotus pulcherrimus","Marine"
55528,868503,"Astraea lobata","Marine"
18324,178078,"Streptomyces","Marine/Brackish"
59545,178078,"Streptomyces","Marine/Brackish"
52996,1728042,"Talaromyces aculeatus","Marine"
55574,736664,"Catenicella cribraria","Marine"
55601,501393,"Laingia pacifica","Marine"
58973,178078,"Streptomyces","Marine/Brackish"
58984,562615,"Flavobacterium","Marine"
59010,178078,"Streptomyces","Marine/Brackish"
59029,559610,"Brevibacterium","Marine"
59048,178078,"Streptomyces","Marine/Brackish"
59057,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
59171,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
63068,1726927,"Aspergillus aculeatinus","Marine"
59207,178078,"Streptomyces","Marine/Brackish"
59237,178078,"Streptomyces","Marine/Brackish"
59272,437978,"Phomopsis","Marine"
59287,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
59351,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
59400,742980,"Haloferax volcanii","Marine"
59413,178078,"Streptomyces","Marine/Brackish"
59419,100206,"Acremonium","Marine/Terrestrial"
59450,571855,"Verrucosispora","Marine"
59462,178078,"Streptomyces","Marine/Brackish"
59468,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
59476,393172,"Nostoc","Marine/Terrestrial/Freshwater"
59537,437632,"Aspergillus sydowii","Marine"
59541,100234,"Paecilomyces","Marine/Terrestrial/Brackish/Freshwater"
59552,178078,"Streptomyces","Marine/Brackish"
59601,178078,"Streptomyces","Marine/Brackish"
59611,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
59638,146558,"Microcystis aeruginosa","Marine/Freshwater"
59639,100454,"Chaetomium globosum","Marine"
59650,100249,"Trichothecium","Marine"
59654,178078,"Streptomyces","Marine/Brackish"
59705,178078,"Streptomyces","Marine/Brackish"
59749,178078,"Streptomyces","Marine/Brackish"
59763,178078,"Streptomyces","Marine/Brackish"
59796,100206,"Acremonium","Marine/Terrestrial"
59812,437632,"Aspergillus sydowii","Marine"
59887,178078,"Streptomyces","Marine/Brackish"
59931,178078,"Streptomyces","Marine/Brackish"
63044,178078,"Streptomyces","Marine/Brackish"
63053,178078,"Streptomyces","Marine/Brackish"
63103,100206,"Acremonium","Marine/Terrestrial"
63119,100218,"Cladosporium","Marine/Terrestrial"
63120,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63130,437491,"Eupenicillium","Marine"
63138,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63150,393272,"Myrothecium","Marine"
63164,1728039,"Penicillium polonicum","Marine"
63168,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
63171,100133,"Talaromyces","Marine"
63185,559769,"Pseudonocardia","Marine"
63189,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
63235,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63238,1728038,"Penicillium parvum","Marine"
63239,146411,"Arthrinium","Marine"
63252,1728021,"Aspergillus flavipes","Marine"
63277,100220,"Colletotrichum","Marine/Terrestrial"
63295,178078,"Streptomyces","Marine/Brackish"
63302,559780,"Nonomuraea","Marine/Terrestrial/Brackish/Freshwater"
63305,178078,"Streptomyces","Marine/Brackish"
63313,1728021,"Aspergillus flavipes","Marine"
8868,393272,"Myrothecium","Marine"
63340,100133,"Talaromyces","Marine"
63353,437632,"Aspergillus sydowii","Marine"
63367,100133,"Talaromyces","Marine"
63370,100537,"Penicillium chrysogenum","Marine/Terrestrial"
63371,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63388,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
63410,437632,"Aspergillus sydowii","Marine"
63454,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
63461,1728035,"Penicillium oxalicum","Marine"
63478,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63483,987138,"Pseudogymnoascus","Marine/Terrestrial/Brackish/Freshwater"
63507,1728043,"Talaromyces indigoticus","Marine"
63536,559638,"Agrococcus","Marine"
63544,1415546,"Epicoccum nigrum","Marine"
63565,100537,"Penicillium chrysogenum","Marine/Terrestrial"
63613,559765,"Amycolatopsis","Marine"
63628,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
63630,1415554,"Cladosporium cladosporioides","Marine"
63634,1726912,"Cladosporium oxysporum","Marine"
3072,288315,"Sarcophyton tortuosum","Marine"
3097,178078,"Streptomyces","Marine/Brackish"
3182,169821,"Jaspis carteri","Marine"
3298,211768,"Acanthophora spicifera","Marine"
3581,495058,"Sargassum spinuligerum","Marine"
3593,169694,"Ianthella quadrangulata","Marine"
3782,517671,"Clavularia koellikeri","Marine"
3788,178078,"Streptomyces","Marine/Brackish"
3802,165365,"Luffariella variabilis","Marine"
3805,178078,"Streptomyces","Marine/Brackish"
3889,190757,"Cribrochalina olemda","Marine"
6957,1728045,"Penicillium minioluteum","Marine"
11197,559769,"Pseudonocardia","Marine"
11284,146624,"Calothrix","Marine/Terrestrial/Freshwater"
9767,235095,"Rhizophora mucronata","Marine/Terrestrial/Brackish"
11490,290906,"Pseudopterogorgia rigida","Marine"
11514,178078,"Streptomyces","Marine/Brackish"
11705,178078,"Streptomyces","Marine/Brackish"
12005,141565,"Placida dendritica","Marine"
19146,100280,"Pseudoeurotium zonatum","Marine"
19188,178078,"Streptomyces","Marine/Brackish"
19226,148375,"Daphnia pulex","Brackish/Freshwater"
19254,213289,"Acanthaster planci","Marine"
19420,344740,"Acanthus ilicifolius","Marine/Terrestrial/Brackish/Freshwater"
19644,178078,"Streptomyces","Marine/Brackish"
19666,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
19746,178078,"Streptomyces","Marine/Brackish"
19752,178078,"Streptomyces","Marine/Brackish"
19762,529443,"Australostichopus mollis","Marine"
19867,559792,"Actinomadura","Marine"
20009,178078,"Streptomyces","Marine/Brackish"
20019,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
20036,437700,"Helicascus kanaloanus","Marine"
27179,213724,"Blennothrix cantharidosma","Marine"
27184,286243,"Leptogorgia gilchristi","Marine"
27196,209962,"Lobophytum depressum","Marine"
27211,249903,"Aplidium orthium","Marine"
27214,213372,"Diadema setosum","Marine"
27261,165090,"Coscinoderma mathewsi","Marine"
27263,165263,"Carteriospongia foliascens","Marine"
27267,131930,"Lissodendoryx","Marine"
27270,220520,"Palythoa tuberculosa","Marine"
27279,575441,"Melibe leonina","Marine"
27305,144825,"Laurencia microcladia","Marine"
27315,169022,"Monanchora pulchra","Marine"
27322,145524,"Cystoseira mediterranea","Marine"
27344,520681,"Dichotella gemmacea","Marine"
27369,833987,"Virididentula dentata","Marine"
27386,131834,"Haliclona","Marine"
27393,213119,"Archaster typicus","Marine"
27397,529482,"Eupentacta fraudatrix","Marine"
27417,371207,"Delisea elegans","Marine"
27437,165311,"Dactylospongia","Marine"
27456,740950,"Siphonaria zelandica","Marine"
27461,241771,"Actinopyga flammea","Marine"
27471,209963,"Lobophytum pauciflorum","Marine"
27475,250813,"Lissoclinum timorense","Marine"
27498,283408,"Bunodosoma caissarum","Marine"
27504,240771,"Dermasterias imbricata","Marine"
27512,170406,"Neamphius huxleyi","Marine"
27533,166354,"Haliclona densaspicula","Marine"
27557,213326,"Poraster superbus","Marine"
27562,130449,"Halla parthenopeia","Marine"
27564,373265,"Caulerpa ashmeadii","Marine"
27566,699648,"Feldmannia mitchelliae","Marine"
27604,341652,"Euplotes rariseta","Marine"
27624,173582,"Aplidium fuegiense","Marine"
27645,495784,"Dictyota plectens","Marine"
27670,145673,"Schizymenia dubyi","Marine"
27673,289867,"Echinogorgia rebekka","Marine"
27681,100133,"Talaromyces","Marine"
27698,131907,"Mycale","Marine"
27703,450986,"Vargula hilgendorfii","Marine"
27704,1726880,"Microbacterium sediminis","Marine"
27741,131936,"Crella","Marine"
27756,708859,"Antillogorgia americana","Marine"
27760,169983,"Stelletta purpurea","Marine"
27764,128555,"Phoronopsis harmeri","Marine"
27767,475211,"Vertebrata lanosa","Marine"
27771,169656,"Aplysina lacunosa","Marine"
27786,397169,"Perna canaliculus","Marine"
27796,396601,"Mechercharimyces asporophorigenens","Marine"
27808,165272,"Lendenfeldia dendyi","Marine"
27835,1356438,"Plexauroides praelonga","Marine"
27841,251442,"Syncarpa oviformis","Marine"
27857,164841,"Agelas sceptrum","Marine"
27875,597530,"Felimare tricolor","Marine"
27886,169690,"Ianthella flabelliformis","Marine"
27891,1042589,"Thorecta reticulatus","Marine"
27908,290922,"Pterogorgia anceps","Marine"
27912,456596,"Lottia limatula","Marine"
27919,126635,"Neoscopelus microchir","Marine"
27922,131807,"Halichondria","Marine"
27949,164829,"Agelas flabelliformis","Marine"
27951,215294,"Siphonaria normalis","Marine"
27968,181057,"Euthria cornea","Marine"
28007,131907,"Mycale","Marine"
28035,211533,"Neomeris annulata","Marine"
28036,1728039,"Penicillium polonicum","Marine"
28054,565620,"Goniobranchus albopunctatus","Marine"
28066,373472,"Xiphophora chondrophylla","Marine"
28080,374455,"Encyothalia cliftonii","Marine"
28092,1728044,"Talaromyces minioluteus","Marine"
28110,286276,"Leptogorgia ruberrima","Marine"
28127,567521,"Methylobacterium","Marine"
28138,559792,"Actinomadura","Marine"
28156,714683,"Neogymnocrinus richeri","Marine"
28168,165409,"Thorecta","Marine"
28170,344710,"Sonneratia ×hainanensis","Marine/Brackish"
28186,288021,"Anthogorgia ochracea","Marine"
28192,130075,"Marphysa sanguinea","Marine"
44375,178078,"Streptomyces","Marine/Brackish"
44377,165750,"Axinyssa pitys","Marine"
44654,668892,"Chara ceratophylla","Marine/Brackish/Freshwater"
44799,126279,"Acipenser sturio","Marine/Brackish/Freshwater"
44865,502561,"Lenormandia smithiae","Marine"
44948,1728282,"Streptomyces antibioticus","Marine/Terrestrial"
44979,107254,"Nephrops norvegicus","Marine"
44980,438269,"Stachybotrys chartarum","Marine"
45066,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
45147,100537,"Penicillium chrysogenum","Marine/Terrestrial"
45148,127018,"Katsuwonus pelamis","Marine"
61094,178063,"Actinomyces","Marine"
22627,178078,"Streptomyces","Marine/Brackish"
52606,169848,"Jaspis wondoensis","Marine"
52692,559770,"Saccharomonospora","Marine"
52864,287556,"Muricea californica","Marine"
52912,157367,"Halosaccion ramentaceum","Marine"
52968,233620,"Heterocapsa niei","Marine"
53195,145051,"Cladophora laetevirens","Marine/Brackish"
53255,1728387,"Bacillus amyloliquefaciens","Marine"
53309,366872,"Venus mercenaria","Marine"
53394,189950,"Amphius huxleyi","Marine"
53400,145716,"Alaria esculenta","Marine"
60996,660754,"Lyngbya majuscula","Marine/Brackish/Freshwater"
61046,100229,"Macrophoma","Marine/Terrestrial"
61064,514012,"Phycomenes","Marine/Brackish/Freshwater"
61125,392700,"Arthrobacter","Marine"
61127,178078,"Streptomyces","Marine/Brackish"
61133,100454,"Chaetomium globosum","Marine"
61139,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
61163,178078,"Streptomyces","Marine/Brackish"
61167,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
61194,178078,"Streptomyces","Marine/Brackish"
61197,178078,"Streptomyces","Marine/Brackish"
61200,178078,"Streptomyces","Marine/Brackish"
61201,178078,"Streptomyces","Marine/Brackish"
61203,415091,"Bacillus","Marine/Terrestrial/Freshwater"
61242,178078,"Streptomyces","Marine/Brackish"
61265,178078,"Streptomyces","Marine/Brackish"
61322,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
61332,178078,"Streptomyces","Marine/Brackish"
61347,178078,"Streptomyces","Marine/Brackish"
61370,178078,"Streptomyces","Marine/Brackish"
61378,146416,"Aureobasidium pullulans","Marine/Terrestrial/Brackish/Freshwater"
61380,415881,"Pseudoalteromonas","Marine"
61408,437958,"Eutypella","Marine"
61429,147519,"Phoma","Marine/Terrestrial"
61434,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
61453,1728119,"Curvularia","Marine"
61460,438269,"Stachybotrys chartarum","Marine"
61477,559787,"Streptosporangium","Marine"
61483,437535,"Nemania","Marine"
61506,415091,"Bacillus","Marine/Terrestrial/Freshwater"
61528,564442,"Geobacillus","Marine"
61529,100111,"Leptosphaeria","Marine/Terrestrial"
61536,1728124,"Dichotomomyces cejpii","Marine"
61545,100218,"Cladosporium","Marine/Terrestrial"
61553,1726931,"Eurotium","Marine"
61556,146411,"Arthrinium","Marine"
61596,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
61630,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
29916,1487956,"Bartonia arata","Marine"
61639,559792,"Actinomadura","Marine"
61646,146558,"Microcystis aeruginosa","Marine/Freshwater"
61655,178078,"Streptomyces","Marine/Brackish"
61656,100131,"Emericella","Marine"
61671,100246,"Tolypocladium","Marine"
61682,437978,"Phomopsis","Marine"
61704,1728061,"Engyodontium album","Marine"
61716,1728387,"Bacillus amyloliquefaciens","Marine"
61718,1728052,"Phomopsis longicolla","Marine"
61724,437880,"Zopfiella marina","Marine"
61750,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
61773,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
61784,559792,"Actinomadura","Marine"
61789,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
61804,564757,"Paenibacillus","Marine"
61814,100494,"Aspergillus nidulans","Marine/Terrestrial/Brackish/Freshwater"
61815,559536,"Rhodococcus","Marine"
61848,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
61875,437978,"Phomopsis","Marine"
61907,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
61910,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
61947,1728053,"Diaporthe phaseolorum","Marine"
61963,100524,"Fusarium solani","Marine/Terrestrial"
7212,225515,"Hypselodoris capensis","Marine"
7270,437594,"Acremonium tubakii","Marine"
7292,178078,"Streptomyces","Marine/Brackish"
7296,560431,"Hypselodoris agassizii","Marine"
7444,131802,"Axinyssa","Marine"
7456,164883,"Dendrilla membranosa","Marine"
7556,168715,"Diacarnus megaspinorhabdosa","Marine"
7659,178078,"Streptomyces","Marine/Brackish"
7711,288298,"Sarcophyton mililatensis","Marine"
7722,170082,"Erylus nobilis","Marine"
7951,145390,"Spatoglossum variabile","Marine"
7976,131770,"Thorectandra","Marine"
23278,289368,"Ainigmaptilon antarcticum","Marine"
23329,250199,"Eudistoma bituminis","Marine"
23354,103471,"Aplidium","Marine"
23372,145884,"Valonia utricularis","Marine"
23454,178078,"Streptomyces","Marine/Brackish"
23526,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
23687,178078,"Streptomyces","Marine/Brackish"
23762,232228,"Laurencia okamurae","Marine"
23769,100280,"Pseudoeurotium zonatum","Marine"
23868,371988,"Ecklonia stolonifera","Marine"
23920,145503,"Bifurcaria bifurcata","Marine"
24073,168739,"Chondropsis","Marine"
24113,205452,"Cespitularia","Marine"
24132,224652,"Dolabrifera dolabrifera","Marine"
48563,498408,"Sargassum kjellmanianum","Marine"
48573,372181,"Gloiopeltis furcata","Marine"
48667,368406,"Tremaster novaecaledoniae","Marine"
48779,367779,"Saxidomus giganteus","Marine"
48884,144628,"Polysiphonia elongata","Marine"
48943,139148,"Hypselodoris cantabrica","Marine"
49070,100982,"Metridium senile","Marine"
11264,125326,"Paragorgia","Marine"
49291,178078,"Streptomyces","Marine/Brackish"
15102,164835,"Agelas nakamurai","Marine"
15137,250487,"Didemnum conchyliatum","Marine"
15183,404078,"Tedania ignis","Marine"
15216,178078,"Streptomyces","Marine/Brackish"
15283,496352,"Furcellaria fastigiata","Marine"
15343,137600,"Saccoglossus kowalevskii","Marine"
15385,387635,"Cucumaria conicospermium","Marine"
15505,416209,"Phragmites australis","Terrestrial/Brackish/Freshwater"
15565,742980,"Haloferax volcanii","Marine"
15568,1728040,"Penicillium steckii","Marine"
15684,386805,"Chiton discolor","Marine"
15789,378500,"Pentaceros australis","Marine"
62279,573268,"Prochloron didemni","Marine"
11761,1728285,"Streptomyces atratus","Marine/Terrestrial"
16033,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
16037,437599,"Aigialus parvus","Marine"
16055,178078,"Streptomyces","Marine/Brackish"
56820,234239,"Trachyopsis aplysinoides","Marine"
56825,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
56828,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
56881,178078,"Streptomyces","Marine/Brackish"
56933,181582,"Lymnaea stagnalis","Brackish/Freshwater"
57067,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
57251,100183,"Chaetomium","Marine/Terrestrial/Brackish/Freshwater"
57252,178078,"Streptomyces","Marine/Brackish"
57316,132405,"Spongia nitens","Marine"
57328,191512,"Haliclona lunisimilis","Marine"
57340,441533,"Garthinia disica","Marine"
57361,1613679,"Latrunculia (Aciculatrunculia) biformis","Marine"
12168,146549,"Oscillatoria","Marine/Terrestrial/Brackish/Freshwater"
57571,559528,"Corynebacterium","Marine/Brackish/Freshwater"
57675,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
57713,290290,"Lignopsis spongiosa","Marine"
57783,437586,"Xylaria","Marine/Terrestrial"
57796,178078,"Streptomyces","Marine/Brackish"
57826,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
57838,438453,"Leptosphaeria obiones","Marine"
57851,1728087,"Eutypella scoparia","Marine"
57859,100133,"Talaromyces","Marine"
59934,559787,"Streptosporangium","Marine"
